stok_kodu,kategori_adi,urun_tipi,parent_stok_kodu,varyant_adi,olcu_mm,boy_ligne,aciklama,aktif_mi
913913,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,13.0,21.0,,True
914013,ALTTAN DİKME DÜĞME,ANA_URUN,,,13.0,21.0,,True
915_019-030,ALTTAN DİKME DÜĞME,ANA_URUN,,,30.0,48.0,,True
917208008,RİVET,ANA_URUN,,,8.0,13.0,,True
917_208-008,ALTTAN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
920027,SALLANTI,ANA_URUN,,,27.0,43.0,,True
921910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
922040,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,40.0,64.0,,True
923209,RİVET,ANA_URUN,,,9.0,14.0,,True
924912,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,12.0,19.0,,True
925015,AGRAF,ANA_URUN,,,15.0,24.0,,True
926010,TOKA,ANA_URUN,,,10.0,16.0,,True
927014,AYAR,ANA_URUN,,,14.0,22.0,,True
928008,SALLANTI,ANA_URUN,,,8.0,13.0,,True
929012,AGRAF,ANA_URUN,,,12.0,19.0,,True
930_008-18,AYAR,ANA_URUN,,,8.0,13.0,,True
931809,SALLANTI,ANA_URUN,,,9.0,14.0,,True
932_910-908,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
933910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
935918,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,18.0,29.0,,True
936013.2,TOKA,ANA_URUN,,,14.0,22.0,,True
937911,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
938050,TOKA,ANA_URUN,,,50.0,80.0,,True
940917,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,17.0,27.0,,True
941209,RİVET,ANA_URUN,,,9.0,14.0,,True
942208,RİVET,ANA_URUN,,,8.0,13.0,,True
943_çoklu kalıp,TOKA,ANA_URUN,,,,,,True
944_çoklu kalıp,TOKA,ANA_URUN,,,,,,True
945_çoklu kalıp,TOKA,ANA_URUN,,,,,,True
947_038-025,TOKA,ANA_URUN,,,25.0,40.0,,True
947_038-080,TOKA,ANA_URUN,,,80.0,128.0,,True
948011,ALTTAN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
949011,ALTTAN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
950010,ALTTAN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
952036,TOKA,ANA_URUN,,,36.0,58.0,,True
953210,RİVET,ANA_URUN,,,10.0,16.0,,True
954007,ALTTAN DİKME DÜĞME,ANA_URUN,,,7.0,11.0,,True
955016,ALTTAN DİKME DÜĞME,ANA_URUN,,,16.0,26.0,,True
956012,TOKA,ANA_URUN,,,12.0,19.0,,True
959207,RİVET,ANA_URUN,,,7.0,11.0,,True
960018-024,ALTTAN DİKME DÜĞME,ANA_URUN,,,24.0,38.0,,True
962910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
963009-012,,ANA_URUN,,,12.0,19.0,,True
964911,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,11.0,18.0,,True
965015-025,ALTTAN DİKME DÜĞME,ANA_URUN,,,25.0,40.0,,True
966023.5,ALTTAN DİKME DÜĞME,ANA_URUN,,,24.0,38.0,,True
967312,,ANA_URUN,,,12.0,19.0,,True
969092,TOKA,ANA_URUN,,,92.0,147.0,,True
970012,TOKA,ANA_URUN,,,12.0,19.0,,True
971_024-020,TOKA,ANA_URUN,,,20.0,32.0,,True
971_024-027,TOKA,ANA_URUN,,,27.0,43.0,,True
971_024-030,TOKA,ANA_URUN,,,30.0,48.0,,True
971_024-034,TOKA,ANA_URUN,,,34.0,54.0,,True
971_024-040,TOKA,ANA_URUN,,,40.0,64.0,,True
972,,ANA_URUN,,,,,,True
973208,RİVET,ANA_URUN,,,8.0,13.0,,True
974_909-910,ÜSTTEN DİKME DÜĞME,ANA_URUN,,,10.0,16.0,,True
975009,ALTTAN DİKME DÜĞME,ANA_URUN,,,9.0,14.0,,True
976025,TOKA,ANA_URUN,,,25.0,40.0,,True
978_015-018,ALTTAN DİKME DÜĞME,ANA_URUN,,,18.0,29.0,,True
978_015-020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
978_015-023,ALTTAN DİKME DÜĞME,ANA_URUN,,,23.0,37.0,,True
978_015-025,ALTTAN DİKME DÜĞME,ANA_URUN,,,25.0,40.0,,True
979_015-020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
980005,ALTTAN DİKME DÜĞME,ANA_URUN,,,5.0,8.0,,True
980006,ALTTAN DİKME DÜĞME,ANA_URUN,,,6.0,10.0,,True
981013,ALTTAN DİKME DÜĞME,ANA_URUN,,,13.0,21.0,,True
981015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
981020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
982013,ALTTAN DİKME DÜĞME,ANA_URUN,,,13.0,21.0,,True
982015,ALTTAN DİKME DÜĞME,ANA_URUN,,,15.0,24.0,,True
982020,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
983025,TOKA,ANA_URUN,,,25.0,40.0,,True
986_053,TOKA,ANA_URUN,,,53.0,85.0,,True
987010,AGRAF,ANA_URUN,,,10.0,16.0,,True
987012,TOKA,ANA_URUN,,,12.0,19.0,,True
988111,RİVET,ANA_URUN,,,11.0,18.0,,True
989810,SALLANTI,ANA_URUN,,,10.0,16.0,,True
990035,ALTTAN DİKME DÜĞME,ANA_URUN,,,35.0,56.0,,True
991008,ALTTAN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
992008,ALTTAN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
993008,ALTTAN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
994008,ALTTAN DİKME DÜĞME,ANA_URUN,,,8.0,13.0,,True
995_013-020,TOKA,ANA_URUN,,,20.0,32.0,,True
997030,ALTTAN DİKME DÜĞME,ANA_URUN,,,30.0,48.0,,True
999010,TOKA,ANA_URUN,,,10.0,16.0,,True
ABS007,,ANA_URUN,,,,,,True
ABS008040-050,TOKA,ANA_URUN,,,50.0,80.0,,True
APR285-5,KUŞGÖZÜ,ANA_URUN,,,,,,True
APR286035,KISTIRMA,ANA_URUN,,,35.0,56.0,,True
APR287020-023,,ANA_URUN,,,23.0,,,True
APR288417,ÇIT ÇIT,ANA_URUN,,,17.0,27.0,,True
APR291006,,ANA_URUN,,,6.0,10.0,,True
APR291007,,ANA_URUN,,,7.0,11.0,,True
YOK,TOKA,ANA_URUN,,,,,,True
ZMK 1973,DİĞER AKSESUAR,ANA_URUN,,,15.0,,,True
ZMK 1974,PLAKA,ANA_URUN,,,30.0,,,True
ZMK 1975,DİĞER AKSESUAR,ANA_URUN,,,26.53,,,True
ZMK 1976,DİĞER AKSESUAR,ANA_URUN,,,,,,True
ZMK 1977,,ANA_URUN,,,,,,True
ZMK-1981,,ANA_URUN,,,,,,True
ZMK1980,PLAKA,ANA_URUN,,,,,,True
ZMK1985110,TOKA,ANA_URUN,,,10.0,16.0,,True
ZMK1987,PLAKA,ANA_URUN,,,,,,True
ZMK1988,PLAKA,ANA_URUN,,,,,,True
ZMK1990,PLAKA,ANA_URUN,,,,,,True
ZMK1991,PLAKA,ANA_URUN,,,,,,True
ZMK1992,SALLANTI,ANA_URUN,,,,,,True
Zmk1983,ALTTAN DİKME DÜĞME,ANA_URUN,,,20.0,32.0,,True
zmk1963,,ANA_URUN,,,,,,True
zmk1968,TOKA,ANA_URUN,,,,,,True
zmk1984,,ANA_URUN,,,,,,True
